CONTACT,PHONE_NEW,ADDRESS_NEW,CITY,STATE,ZIP
Jude Flynn,(893) 681-0776,33 Broad Street,Boston,MA,02109
Robin Stanwick,(743) 512-2614,41 Broad St,Windsor,CT,6095
"Chris D'Eon",(466) 959-5232,34 Wateridge Vista Dr. 2nd Floor,San Diego,,92121
Martin Dubroff,(386) 325-4490,5 South Broadway,baltimore,MD,21231
Lisa Parker,(311) 537-6867,PO Box 30,Saratoga Springs,NY,12866
Cindie Stewart,(449) 195-6167,"25 Westpark Way, Suite 120",Euless,TX,76040
Joel Ingraham,(360) 828-4116,50 Highway 99,Lynnwood,WA,98037
Carter Helm,(911) 977-1622,P O Box 21,Lake Dallas,TX,75065
Dan DuVall,(351) 849-3281,57 Mallard Creek Rd,Charlotte,NC,28262
Sarah Frew,(882) 616-8648,46 Lake Cook Road,Riverwoods,IL,60015
Ralph Lake,(538) 780-6922,12 Crossover Lane,Memphis,TN,38117
Mack House,(989) 764-4483,"5 Main Street, Suite 500",Fort Worth,TX,76102
Sid White,(830) 818-9237,63 Coral Circle,Monterey,CA,91755
Gerry DePoalo,(520) 696-3992,62 Pine St,New York,NY,10005
Scott Gaffner,(499) 194-3119,P.O. Box 3,Chattanooga,TN,37422
Clyde Mitchell,(800) 430-0175,University of Massachusetts Dartmouth,North Dartmouth,Ma,02747
,(230) 193-8425,"36 Post Oak Blvd., Suite 100",Houston,Tx,77056
ray makhani,(496) 189-4591,p.o.box 51,euless,tx,76039
Gordon Roark,(208) 658-3124,"44 Quorum Drive, Suite 480",Dallas,TX,75240
Harry L. Coaxum,(969) 226-2373,Kroc Drive,Oak Brook,IL,60523
,(997) 201-5787,44 Alderman Dr.,Alpharetta,Ga,30005
Tim Goyer,(296) 601-4154,94 Adams Street,Toledo,OH,43624
Ricardo Silva,(237) 325-5415,Av. 17 de Julho,Sao Paulo  01406,,
Steve Childress,(404) 619-2968,91 Fesslers Parkway/Suite 111,Nashville,Tn,37210
Michael Madden,(712) 825-7434,28 N. Michigan (Ste. 800),Chicago,IL,60601
J. L. Deville,(222) 708-8880,"76 S. Cooper, Suite 101",Arlington,TX,76015
Steve Mundt,(901) 925-3091,"4 Village Circle, Suite 450",Westlake,TX,76262
Burt Gay,(967) 669-8508,42 Abernathy Road 1005,Atlanta,GA,30328
Natalie Johnson,(350) 672-7881,90 Anchor Plaza Parkway,Tampa,FL,33634
Peter McGuinness,(641) 347-1644,80 Bonney Road,Virginia Beach,VA,23462
Ellen Divita,(846) 555-1054,41 East Main St,St. Charles,IL,60174
Janet Loop,(728) 909-0451,57 Burlington Mall Rd.,Burlington,MA,01803
Dave Eckel,(316) 267-9019,34 Greenway Drive,Irving,TX,75038
Imelda Powers,(371) 281-5836,53 Market Street,Philadelphia,PA,19103
Brian Chapman,(441) 641-2934,73 South Clark Street,Chicago,IL,60603
Steve Wadlington,(540) 204-5031,30 Ridge Lake Blvd.,Memphis,TN,38120
,(480) 738-4550,36 University Ave,Charlottesville,VA,22903
J. D. Fowler,(308) 157-3382,78 W. Elmhurst Pkwy.,Elm Grove,WI,53122
Bruce Mcdonald,(548) 979-8605,85 NW 12th Street,Boca Raton,FL,33432
Rob Maynard,(284) 126-8779,8 Variel Ave,Woodland Hills,CA,91367
Kim Cronin,(478) 383-4482,36 State St,Albany,NY,12207
,(464) 347-6211,PO Box 14,Angwin,CA,94508
Ken Miyamoto,(908) 618-5613,24 West 78th Street,Minneapolis,MN,55439
Thomas K. Herskowitz,(783) 723-3058,5 Cornerstone Court West,San Diego,CA,92121-3795
Buffy Zamilway,(498) 329-2550,83 N. Main St,Muncie,IN,47305
Karen Kahrs,(912) 735-0070,51 N Hwy 5,Camdenton,MO,65020-0138
Mike Crispin,(248) 677-6339,23 Braintree Hill Office Park,Braintree,MA,02184-9048
Anne Smith,(728) 101-3144,,San Diego,CA,
Walter Foster,(672) 891-2527,27 St. Pierre,Dove Canyon,CA,92679
Ron Suhr,(713) 505-0402,29 S 86th Circle,Omaha,NE,68127
Ilu Jena,(620) 139-7308,"STPI, Priyadarshin Market, CRP Squre, #8",Bhubaneswar,Orissa,751 012
Mike Shullman,(723) 614-9678,21 Main Ave.,Norwalk,CT,06851
Marc Belihar,(941) 645-9350,Dreisamstra#e 67,GERMANY,D,78054
Timothy Ridner,(928) 709-2062,33 Monterey Rd,Morgan Hill,CA,95037
Michael Ward,(251) 939-7470,98 E. Cottonwood Parkway,Salt Lake City,UT,84121-7050
Pat Forte,(919) 913-0591,78 Santa Monica Blvd.,Los Angeles,CA,90025
David Fuan,(840) 344-6612,67 Bellaire Blvd.,houston,TX,77036
Cauley Russell,(249) 103-2972,71 N 43rd PL,Phoenix,Az,85028
Marne Ross,(772) 208-8248,One Fluor Daniel Dr.,Aliso Viejo,CA,92698
michael sanders,(216) 601-3119,60 ventura springs ct,wake forest,nc,27587
Andy Stokes,(649) 683-0482,63 MacArthur Ct. #1170,Newport Beach,CA,92660
John Tracy,(497) 741-8699,82 Marcus Boulevard,Albany,NY,12205
Jim Stone,(879) 301-7644,90 Bromfield,Boston,MA,2108
Derek Dewees,(864) 311-5783,97 Century Park East,Los Angeles,CA,90067
William Reese,(202) 741-9971,"31 Main Street, Suite 1350",Fort Worth,TX,76102-3105
Robert Stannard,(277) 988-9696,37 Clareton Dr.,Agoura Hills,CA,91301
Terry A. Munoz,(955) 391-2955,"30 High Bluff Drive, Suite 120",San Diego,CA,92130
Kent Bryant,(929) 555-4645,27 S. Sheridan Rd. Suite 110,Tulsa,OK,74133-5327
Wayne Hunter,(886) 237-8231,49-32196 Street,New York,NY,11412
,(297) 165-7322,90 Cascade Dr SE,Snohomish,WA,98296
Lee Ann Szelog,(561) 590-1201,P.O. Box 34,Camden,Me,04843
Neil Rubenstein,(250) 455-1034,81 Carlton Ave. #2,Brooklyn,NY,11238
Michael Cassidy,(876) 533-2466,52 KIRKWOOD HIGHWAY,WILMINGTON,DE,19805
Aubrey Barree,(951) 112-8574,62 McCart Ave.,Fort Worth,TX,76133
Jim Noack,(815) 702-2175,22 Broadway 204,Oakland,CA,94612
sean golon,(593) 429-2311,38 north Michigan Ave. Suite 2200,Chicago,IL,60601
John Larabee,(902) 312-3438,99 Adams St,Manchester,CT,06040-1897
Rick McSwain,(818) 169-8704,20 Woolsey,Morrison,OK,73061
Jay Massey,(503) 563-5783,"42 Rambler Road, Suite 868",Dallas,TX,75231
Melanie Lyon-Balta,(518) 515-2955,32 Walden Glen Court,Indianapolis,In,46278
Gregg Majicwski,(988) 253-0425,11 Tollgate Road,Elgin,IL,60123
Martin Codd,(249) 149-0428,45 Carroll Place,Staten Island,NY,10301
Murray Gares,(937) 409-3985,"60 E. Indian School Road, Suite 301",Phoenix,az,85018
Howard Kravertz,(798) 683-7179,60 Corporate Woods,Rochester,NY,14623
Brenda Hales,(939) 476-2863,38 Lawrence Drive,Newbury Park,CA,91320
Jennifer Andrews,(321) 904-7624,49 DTC Parkway,Englewood,CO,80111
Conrad Martin,(900) 682-6733,40 Arborside Dr.,Dallas,TX,75243-7201
Gregory Semler,(215) 999-5723,84 Campus Drive,Fremont,CA,9455
Steve Deelstra,(353) 446-1913,68 108th Ave.,Bellevue,WA,98004
Jack Gray,(553) 453-5925,76 Torrance Blvd.,Torrance,CA,90501-2746
Alisha Rindal,(847) 790-8100,35 Wayzata Blvd,St. Louis Park,MN,55416
Tess Alvey,(559) 212-1062,78 Irvine Blvd.,Tustin,CA,92780
Rick Wamre,(555) 440-6396,"30 Gaston Ave., Suite 820",Dallas,TX,75214
Dana Trimble,(452) 472-7969,63 S Main,Georgetown,IL,61846-1895
Claudia Choate,(577) 457-1378,94 E Water St,Pinckneyville,IL,62274-1169
Gary Poorman,(624) 123-5807,95 France Avenue S.,Bloomington,MN,55431
Barry Wolff,(487) 980-4042,"21 Woolbright Road,",Boynton Beach,FL,33426
"Fred Muse, CFE",(374) 114-9989,16 N.W. Expressway,Oklahoma City,OK,73132
,(444) 111-7527,91 S.W. 40th Street,Miami,FL,33165
Todd Wenzel,(718) 562-5223,51 Brighton Ave # 122,Portland,ME,04102-1051
Robert Jackson,(973) 761-1006,67 Trail View Dr. NE,Grand Rapids,MI,49525
Aimee Sachs,(565) 449-6137,65 Avenue of the Americas,New York,NY,10021
Rebecca Krutko,(810) 329-8328,46 W. Main St.,Columbus,Oh,43215
Steven L. Kinzler,(524) 616-7215,77 Wilshire Blvd.,Los Angeles,CA,90048
Richard Wheelan,(778) 290-8422,35 West DeKalb Pike,King of Prussia,PA,19406
Mike Mueller,(549) 658-0670,16 N. Scottsdale Road 110,Scottsdale,AZ,85251
Susan Taylor,(668) 800-5172,7 Six Forks Road - 7th Floor,Raleigh,NC,27615
Sue Wilson,(940) 344-6743,45 High Street,Holyoke,MA,01040
Eugene Montanez,(306) 607-2977,25 Tumbleweed Cir,Corona,CA,91720
Michael Havdala,(374) 379-6373,22 East Monroe St.,Chicago,IL,60603
Geoff Fischer,(683) 988-8238,14 Russell Ranch Road,Thousand Oaks,CA,91362
Neal Klein,(983) 184-4761,P. O. Box 73,Schoharie,NY,12157-0534
Greg Streit,(751) 946-0345,91 N. Lynnhaven Road,Virginia Beach,va,23452
Clarence Johnson,(654) 683-0736,80 South Tyron Street,Charlotte,NC,28281
Michael L. Battaglia,(283) 540-6293,90 Quick Road,Peninsula,OH,44264
Lance Haverkamp,(216) 287-2255,99 New Discovery Road,Colorado Springs,CO,80908-2900
Russell Doyle,(205) 135-5145,92 North Hills Dr. 218,Austin,TX,78731
,(675) 511-1706,14 Ethel Rd.,Edison,NJ,08818-3145
Mike Watts / Jenny P.,(674) 960-9035,2 nimitz drive,de pere,wi,54115
Sherri Marshall,(964) 464-7784,14 Country Club Drive,Oak Island,NC,28465
Pat Dennehy,(796) 195-1332,"14 Park Ave, Rm 19",New York City,NY,10022-6893
Chase Galbraith,(555) 440-7881,3 Alpha Road,Dallas,TX,75230
john hoey,(422) 233-0844,52 maple ave,paoli,pa,19301
Rick Salam,(210) 464-1217,42 Rustwood Court,Fort Worth,TX,76109
Carol Cote,(652) 263-9735,91 Vose Farm Rd,Peterborough,NH,03458
Ruben Sepulveda,(866) 344-8326,p o box 62,Weslaco,TX,78599-0095
David Levin,(891) 814-7708,84 36th Avenue,Moline,IL,61265
Irene LaCota,(365) 106-8668,52 Dallas Parkway,Dallas,TX,75248
Teresa  Baldwin,(631) 422-3112,40 N. Univerisity Parks Dr.,Waco,TX,76707
,(491) 402-6504,"P.O. Box 3, ZIP 50304",Des Moines,IA,50309
Greg Davis,(668) 441-1994,P.O. Box 15,Temple,TX,76503
Mark Althauser,(576) 188-6435,67 E. High,Centralia,WA,98531
Richard Zegar,(606) 406-1020,34 Koapaka St C300,Honolulu,Hi,96819
Tom Sanchez,(889) 344-1200,69 E. Anapamu,Santa Barbara,CA,93103
Larry Rose,(680) 633-9660,PO Box 35,Lewisville,TX,75077
Jim Smolenski,(611) 794-0460,77 Parliament Drive,Alexandria,LA,71315-2487
,(377) 932-8690,65 Preston Road,Dallas,TX,75225
Peter  Finnerty,(231) 597-1778,"8 Birch Street, Suite 202",Newport Beach,CA,92660
Lori A Packer,(210) 192-4554,69 W Center Rd,Omaha,NE,68144
,(394) 973-7234,81 campus drive,norcross,ga,30071
Mal Avner,(795) 614-1649,95 Clairemont Mesa Blvd.,San Diego,CA,92111
Michelle Moore,(994) 648-2080,12 W. Harris,San Angelo,TX,76903
Robert King Sr,(597) 515-9427,PO Box 74,Richmond,VA,23230-1145
BARBARA MYERS,(241) 786-6631,PO BOX 76,WHEATLAND,CA,95692
,(381) 120-0033,17 Front Ave NW,Grand Rapids,MI,49599-9996
Jim Bellomy,(815) 112-8353,57 N. Central 300,Dallas,TX,75231
Gene Van Horne,(406) 297-5674,30 West 20th Street,Cheyenne,WY,82003
connie seglem,(705) 344-5719,75 s cranbrook ct,wichita,ks,67207
Fredrica Thode,(830) 550-0624,94 Palmer Way,Carlsbad,CA,92008
Douglas Turnquist,(535) 935-1156,77 West 2320 South,Salt Lake City,UT,84119
,(745) 870-7283,36 towanda avenue,bloomington,il,61701
Matthew Voda,(959) 132-3275,100 Golden Triangle Drive,Eden Prairie,MN,55344-7227
Dan Bennett,(421) 973-7487,"23 E, Nice Mile Road",Ferndale,MI,48220
Linda Middleton,(627) 943-4859,93 Wilshire Blvd.,Los Angeles,CA,90024
Trish Holder,(880) 534-6713,14 Wharncliffe Road South,London,OR,N6J2K4
Stephen Joyce,(387) 706-3938,International Headquarters,Washington,DC,20058
Mike Halpren,(899) 543-3838,29 N Royal,Alexandria,VA,22314
Dave Ratner,(757) 803-5051,71 Ramah Circle,Agawam,MA,01001
Jeff Black,(906) 131-6463,36 Laurel Ave.,Laurel,MD,20707
Brian Randolph,(908) 293-3755,77 Meacham Boulevard,Fort Worth,TX,76137-4203
Jack Marnoni,(527) 235-2045,71 Greentree Road,Pittsburgh,PA,15220
Nancy Brown,(668) 840-6163,25 W March Lane,Stockton,CA,95207
Dave Robinson,(772) 509-8967,16 Tomas Street,Rancho Santa Margarita,CA,92688
Lynette Kieffer,(394) 320-9739,73 SW 11th,Topeka,KS,66615
Chris McGarry,(837) 571-8857,31 Peachtree Street,Atlanta,GA,30303
Ms. Jeannette Newton,(981) 631-0249,6 West 7th Street,Cincinnati,OH,45202
Jasmin Menchaca-Wallace,(398) 493-3434,88 N Troy Street,Arlington,VA,22201
James Sharp,(370) 896-5477,P. O. Box 9,Olympia,WA,98507
elizabeth peterson,(462) 951-7195,82 54 ave n,plymouth,mn,55442
Chet Wilke,(291) 928-3432,"77 W. Parker Road, Suite 106",Plano,TX,75023
Barbara Korus,(754) 648-6861,70 Arlington Heights Road,Itasca,IL,60143
Elizabeth  MacNeill,(608) 339-4849,67 Church Street,New York,NY,10016
shane jordan,(528) 382-6316,72 sw 11 ave,portland,or,97201
,(626) 539-8918,17 South Boston,Tulsa,OK,74103
Josh Ostroff,(829) 311-5892,99 Erlandson Road,Natick,MA,01760
,(264) 126-3569,29 World Financial Center,New York,NY,10281
Danielle Hovenier,(367) 318-3100,70 Brick Church Park Drive,Nashville,TN,37207
Arnold Brauer,(282) 244-6613,6 Ridgedale Ave,Morristown,NJ,07960-4069
James Maruna,(289) 796-4151,61 s. Madison,60521,IL,60521
Dan Gangemi,(876) 264-2966,,New York,NY,
Irvin Holmes,(677) 537-0875,,,,
Bruce Schoenegge,(333) 610-5940,94 Technology Dr,Irvine,CA,92618
Liza Lettie,(807) 427-0919,63 N. Federal Highway,Fort Lauderdale,FL,33308
Stan Hatfield,(357) 276-8630,81 Plumeria Ave.,Fair Oaks,CA,95628
Sandy Flint,(923) 696-7833,26 Prospect Park Drive,Sacramento,CA,95670
Scott McPherson,(639) 779-5324,,San Francisco,CA,
Ginny Pearson,(804) 929-6234,23 Woburn Abbey Ave.,Camp Hill,PA,17011
,(589) 797-9091,16 Foothills Dr.,Newberg,OR,97132
Sneed Kaker,(808) 645-4179,"92 Airport Freeway, Suite 103",Bedford,TX,76022
Jennifer Norman,(402) 833-7944,89 W State St,Medford,WI,54451
Scott Cameron,(762) 391-6964,,,FL,
Mike Kelly,(292) 994-0158,67 N. Lindbergh Blvd.,St. Louis,MO,63132
Erik Peterson,(675) 763-4133,"83 O'Brien Ave",Menlo Park,CA,94301
Marty Juarez,(636) 195-8949,"41 Enterprise Blvd., Suite 101",Largo,Flo,33773
Bruce Gordon,(409) 967-4180,25 E. 96th St.,Indianapolis,IN,46240
,(436) 731-6507,97 Blazer Parkway,Lexington,KY,40509
Carlene Bonner,(853) 132-0377,P.O. Box 74,Houston,TX,77210
Dwaine Whitley,(588) 797-5575,17 Chestnut Street,Philadelphia,PA,19103
Larry Wurn,(640) 584-0811,46 NE 225th St,melrose,FL,32666
Charles Larkin,(683) 536-1206,28 W. Allegheny Ave.,Phoenix,PA,19132
Linda Best,(550) 281-8701,18 N. Canon Drive,Beverly Hills,CA,90210
Patricia Royal,(726) 882-0867,One Herald Plaza,Miami,FL,33132-1693
Thad Wells,(717) 786-1881,14 E Main St,Olney,IL,62450-2113
Tom  Wilkins,(906) 157-1697,83 Diplomat Drive,Manassas,va,20109
Mike Needs,(740) 156-2344,38 S. Main Street,Akron,OH,44309
Rashidaa Lewis,(670) 528-3545,70 n 62nd Ave,Glendale,az,85601
Barbara Haynie,(972) 646-8677,8 Garcia Avenue,Mountain View,CA,94043
Erika Prosper,(981) 434-0323,12 south flores,San Antonio,TX,78218
Robert Schwartz,(875) 734-0262,,Milwaukee,WI,
Jim Harris,(778) 901-7013,6 Hopmeadow St,Simsbury,CT,06070
Peggy Brown,(798) 808-0372,50 Ridder Park Dr.,San Jose,CA,95190
Kelly Sydney,(974) 174-9912,51 Peachtree Street,Atlanta,GA,30367
Bill Corridan,(530) 645-9451,23 Barton Rd.,Colton,CA,92324
Tim Phillips,(743) 862-2063,"70 Belvedere Road, Suite 501S",West Palm Beach,FL,33417
Andrew Monnin,(775) 370-1572,60 Pahokee Drive,Colorado Springs,CO,80915
J. L. White,(855) 856-2651,"15 Preston Rd., Suite 240",Dallas,TX,75248
Andrew Ferguson,(686) 231-3396,68 2nd Ave,Waldham,MA,02451
,(263) 540-2210,6 Park Avenue south,New York,Ny,10010
,(865) 978-4000,89 ALTON PKWY,IRVINE,CA,92604
Sara Lester,(834) 218-7904,"12 Towerwood Dr., Suite 113",Farmers Branch,TX,75234
Joe Buzzetta,(310) 767-5826,PO Box 10,Smithtown,NY,11787-0886
Tao Do,(883) 772-6789,84 College Ave,Berkeley,CA,94703
Candice Mitchell,(287) 996-4688,65 Memorial Dr,Idaho Falls,ID,83402
,(646) 764-8811,Pacific Union College,Angwin,CA,94508
Martin Ray,(959) 169-1458,8 Milner Ave,Toronto,ON,M1B 5S8
Matt Carter,(891) 736-7436,78 N. Pleasantburg Drive,Greenville,SC,29607
Eugene S. Kahn,(735) 860-4764,25 Olive St.,St. Louis,MO,63101
Kellie Adams,(751) 515-4735,55 Asylum Street,Hartford,CT,06103
Tony Ware,(497) 541-3463,28 Forest Lane,Dallas,TX,75243
Herb Chambers,(487) 909-1377,76 Mcgrath Hwy,Somerville,MA,02143-3417
Dennis Johnson,(626) 309-9533,P.O. Box 61,Poulsbo,WA,98370
Douglas A. Wood,(522) 561-6775,52 North Main Street,Granger,IN,46530
Trung Le,(838) 137-9187,37 Stoner Ave.,West Los Angeles,CA,90064
Melissa Morris,(398) 714-6023,67 E. College Way,Mount Vernon,WA,98273
Emily Gorney,(575) 775-3071,3 N Main St,Dayton,OH,45402
Marnin Lebovits,(485) 260-4106,5 Park Ave,New York,NY,10172
Joe Kean,(309) 474-1887,P.O. Box 1,Lincoln,NE,68506
Stan Byrdy,(954) 396-1257,41 Bobby Jones Expressway,Augusta,GA,30907
Clem Liccardi,(815) 909-5779,3 US Highway 22,Green Brook,NJ,08812-2129
Sean Francis,(900) 152-2730,26 Daniel Burnham Ct. 205,San Francisco,CA,94109
Kenny Ross,(539) 496-4639,PO Box 20,Adamsburg,PA,15611-0269
Lisa Hedgecock,(932) 393-3625,"32 E. Camelback Rd., Ste. 300",Phoenix,AZ,85016
George Nassif,(380) 506-8476,"56 N. Central Expressway, #500",Dallas,TX,75231
Dan Leben,(548) 341-9776,47 West Corporate Dr.,Brookfield,WI,
,(581) 449-3491,53 Farmington Road,Livonia,MI,48150
Mike Morris,(429) 179-4229,54 Towne Center Drive Suite 380,San Diego,CA,92121
,(806) 622-9553,21 Sw 22nd avenue,Miami,FL,33133
Scott Elliott,(431) 847-1699,95 Greenbay Road,Winnetka,IL,60093
Joseph M. Smith,(434) 671-7018,"69 Aspen St., NW",Washington,DC,20012-2699
Kristy Grayson,(622) 291-9633,95 E 1st,Cambridge,MN,55008-1210
Robert Cantwell,(572) 173-3529,"70 W. NW Highway, #2200",Dallas,TX,75220
Kevie Beard,(589) 739-5834,"92 Martin Luther King Jr., Blvd.",Dallas,TX,75215
Mike Minasi,(547) 450-8955,67 Stoneridge Mall Rd.,Pleasanton,CA,94588
Bob Frohoff,(693) 671-5558,"37 W. 11th St., fifth floor",Kansas City,MO,64105
Chip Shiver,(217) 399-0111,12 Tylers Place Blvd.,West Chester,OH,45069
Cindy Upton,(880) 479-2923,"39 Electronic Lane, Suite 201",Dallas,TX,75220
Karen Spake,(992) 929-5962,Standard Federal Plaza 83,Fort Wayne,IN,46802
Carol Olson,(695) 330-9800,56 Locust St,Des Moines,IA,50309
Kathy Rapp,(259) 553-2292,98 Main Street,Morgantown,PA,19543
Jim Nilsen,(464) 236-2072,100 Gilchrist Rd.,Akron,OH,44305
Suevaughan Collins,(443) 468-9384,8 Bellaire Blvd.,Houston,TX,77025
Maureen Lichter,(881) 306-0569,18 Bishop St,Honolulu,HI,96813
calvin haynes,(351) 202-0033,22 n.detroit st.,los angeles,ca,90036
Bob Garrett,(230) 519-2707,77 I-40 West,Amarillo,TX,79106-4696
Craig Robbins,(986) 912-8296,97 South Fremont Avenue,Alhambra,CA,91803-8846
Gayla Artman,(738) 958-5612,P. O. Box 68,Norman,Ok,73070
Mark Vey,(566) 688-6623,32 Penn State Blvd,Pittsburg,PA,15235
matt  umscheid,(939) 250-7779,66 Cambridge Park Drive,Cambridge,MA,02140
Richard Barge,(785) 982-0093,27 Spring Valley Rd.,Dallas,TX,75244
Lance Ware,(951) 848-9934,"13 West Schrock Road, Building 9",Westerville,OH,43081
Bob Kirschner,(404) 734-2419,10 Alpharetta Hwy.,Roswell,GA,30076
Dr. Richard Christen,(981) 160-9242,34 Jamaica Ln.,Hemet,CA,92544
Lawrence Hughes,(356) 208-6794,93 Southwoods Blvd,albany,ny,12211
Phill Gould,(908) 687-3928,67 N. Michigan Ave.,Chicago,IL,60611
steven silverman,(891) 545-0709,59 canal park,cambridge,ma,02141
Lynn Wasson,(244) 159-1148,42 North 7th,Fort Smith,AR,72901
Sharon Horning,(631) 421-3529,74 Church St,Canajoharie,NY,13317-0149
Joseph M. Noss,(993) 187-7493,10 East Market Street,Warren,OH,44481-1135
James Culligan,(627) 708-3803,PO Box 68,Buffalo,NY,14231-9005
Marci Crawford,(798) 525-8586,47 Lee Street,Hollywood,FL,33020
Beth Tuemmler,(770) 153-4932,consulting,Pasandena,CA,91101
,(928) 464-4107,P.O. Box 46,Cincinnati,OH,45262-0687
Karen Painter,(529) 638-0353,none,norcross,ga,30093
Brent  Butler,(723) 695-1758,35 Geist Road,Fairbanks,AK,99709
Art Lish,(619) 506-9953,,,,
Juan Rafael Castro Matias,(768) 806-6176,N∑±ez de Cﬂceres esq. Gustavo Mej#a Rica,Santo Domingo,DN,NA
Ron Mack,(378) 334-1188,30 Four Seasons Town Centre,Greensboro,NC,27403
Dan Rudolph,(702) 896-0034,45 S 58th St,Lincoln,NE,68516
Minchi Ou,(362) 688-7685,67 South Ludlow St.,Dayton,OH,45402-1858
David Caldwell,(729) 298-8541,66 Manchester Avenue,Encinitas,CA,92024
Tom Grasberger,(744) 124-7804,52 Morning Dew Lane,Mechanicsville,VA,23116
Monica Hagewood,(966) 221-0299,37  N Chestnut Grove Drive,Marietta,GA,30066
,(221) 742-9587,42 Baltimore Pike,Chadds Ford,PA,19132
Mel Karmazin,(552) 439-8807,33 W. 52 St.,New York,NY,10019
James Geren,(341) 183-3505,"52 West Eighth Street, Suite 300",Fort Worth,TX,76102
Jeremy Just,(266) 562-5402,74 West Crest,Escondido,CA,92025
Lianna Kelly,(273) 656-4711,50 Columbus Ave.,New York,NY,10023-6992
Judy Seaman,(509) 627-6390,Franchise House,"Norwich, Norfolk   N",,
A.W. Dahlberg,(587) 607-4693,30 Perimeter Center East,Atlanta,GA,30346
Denise Pironti,(928) 214-0543,4 Hoes Lane,Piscataway,NJ,08854
Lloyd Edwards,(896) 314-7700,"24 LBJ Freeway, Suite 175",Dallas,TX,75240
Bill Vance,(338) 207-9520,72 W. 110th Street,Lenexa,KS,66219
Roger Stamm,(758) 139-2884,86 Suter Road,Coopersburg,PA,18036
Laurene Morin,(905) 109-5958,13 Sherry Lane,Dallas,TX,75225
Clair  Henvey,(495) 155-7934,76 N. Central Exprwy.,Dallas,TX,75204
Mike Seppala,(333) 642-5471,34 Main,Evanston,WY,82930-3442
Deborah Bowling,(306) 924-1959,91 Pearl St,Iuka,MS,38852-2023
dIANE MEDCALF,(660) 574-7429,80 S. PINCKNEY ST,MADISON,WI,53703
Bruce Holmes,(694) 522-1037,50 E Charros Rd,Sandy,UT,84092
Linda Brown,(606) 411-4353,53 Black Forest Dr NE,Rockford,MI,49341
James Buddrus,(684) 248-8084,"93 Berkshire Lane, Suite 700",Dallas,TX,75225
George Zografos,(283) 364-0993,53-I Fruean Way,South Yarmouth,MA,2664
Maureen Nimmo,(392) 393-2600,83 Lawrence St,Lawrence,MA,1841
Chris Schmidt,(868) 946-7077,60 Division Street,Metairie,LA,70002
Art Goldberg,(785) 189-9353,72 9th Street.,Manhattan Beach,CA,90266
Ashleigh Emerick,(808) 330-1772,73 Montgomery st,San Francisco,ca,94133
David Verklin,(725) 779-2487,Three Park Avenue,New York,,10016
Robert Matthews,(999) 726-3202,55 Lakeland avenue,Bohemia,NY,11716-3317
Dori Fitch,(670) 953-5864,10 Mill Creek Drive Ste. 200,"Laguna Hills,",CA,92653
Jackie  Bissonnette,(961) 588-0629,P.O. Box 24,Kalispell,MT,59901
Christopher Smith,(646) 469-9898,49 The Haven,Gosport,uk,po12 2bd
Jennifer Voss,(520) 427-6507,70 Avenue of the Stars,Los Angeles,CA,91326
John Coman,(930) 239-9171,po box 31,granville,ny,12832
Miles Kelley,(251) 850-7220,"66 Main, 1507 Continental Plaza",Fort Worth,TX,76102
Peter Froehlich,(579) 101-0856,64 Redwood Hwy Suite 101,Mill Valley,CA,94941
